label,x,y,z
3,0.07601933181285858,0.007115083746612072,-0.9970809817314148
3,0.07593289017677307,0.007511051371693611,-0.9970846176147461
3,0.07557971775531769,0.008295855484902859,-0.9971052408218384
3,0.07602115720510483,0.007667094469070435,-0.9970767498016357
3,0.07583867758512497,0.008106407709419727,-0.9970871210098267
3,0.07594127207994461,0.007862049154937267,-0.9970812797546387
3,0.07579807937145233,0.008014019578695297,-0.9970909953117371
3,0.07585327327251434,0.007886560633778572,-0.9970877766609192
3,0.0757211446762085,0.007958769798278809,-0.9970972537994385
3,0.07587386667728424,0.007941080257296562,-0.9970858097076416
3,0.07594840228557587,0.007935773581266403,-0.9970801472663879
3,0.0760861188173294,0.007874061353504658,-0.9970701336860657
3,0.07628066092729568,0.00787118636071682,-0.9970552921295166
3,0.0763704851269722,0.007859227247536182,-0.997048556804657
3,0.07628940045833588,0.007841645739972591,-0.9970548748970032
3,0.07629041373729706,0.007906990125775337,-0.9970542788505554
3,0.07658824324607849,0.00789850577712059,-0.9970315098762512
3,0.07788556069135666,0.007875326089560986,-0.9969311952590942
3,0.0804060623049736,0.007851841859519482,-0.9967312812805176
3,0.08599258959293365,0.00787944346666336,-0.996264636516571
3,0.0991751030087471,0.007960544899106026,-0.9950381517410278
3,0.11329052597284317,0.008022572845220566,-0.9935294985771179
3,0.13010935485363007,0.007967370562255383,-0.9914676547050476
3,0.15476804971694946,0.007313658948987722,-0.9879237413406372
3,0.1740274429321289,0.006345292087644339,-0.9847203493118286
3,0.19435672461986542,0.005273931194096804,-0.9809167385101318
3,0.2226293981075287,0.006151227280497551,-0.9748837351799011
3,0.2454250603914261,0.005964051466435194,-0.969397246837616
3,0.26921820640563965,0.006159989163279533,-0.9630594849586487
3,0.3031860589981079,0.006509528029710054,-0.9529091715812683
3,0.32978272438049316,0.006649606861174107,-0.9440334439277649
3,0.35692039132118225,0.00688189547508955,-0.9341094493865967
3,0.3938448131084442,0.0071715423837304115,-0.9191489815711975
3,0.42166832089424133,0.007353056222200394,-0.9067203402519226
3,0.44910043478012085,0.007548188325017691,-0.8934493660926819
3,0.48521745204925537,0.0078063840046525,-0.8743586540222168
3,0.5122045278549194,0.008015752770006657,-0.8588261008262634
3,0.539122998714447,0.008209899999201298,-0.8421869874000549
3,0.5743318200111389,0.007835800759494305,-0.8185850977897644
3,0.5999950766563416,0.007528678514063358,-0.7999682426452637
3,0.6252419948577881,0.00734593253582716,-0.7803963422775269
3,0.6577731966972351,0.007115886081010103,-0.7531824111938477
3,0.6810063123703003,0.007023600861430168,-0.7322438955307007
3,0.7033215165138245,0.006970237009227276,-0.7108376622200012
3,0.7321100831031799,0.006943663116544485,-0.6811509132385254
3,0.7532918453216553,0.006961226928979158,-0.6576495170593262
3,0.7741590738296509,0.006995207164436579,-0.6329523921012878
3,0.8012798428535461,0.007052529137581587,-0.5982481241226196
3,0.8209614157676697,0.007085284683853388,-0.5709396600723267
3,0.8399997353553772,0.0071199676021933556,-0.5425400137901306
3,0.863420307636261,0.007158307358622551,-0.50443434715271
3,0.8789530992507935,0.007196477614343166,-0.4768539071083069
3,0.8926319479942322,0.007230749353766441,-0.4507281482219696
3,0.9048715233802795,0.007296897005289793,-0.42562219500541687
3,0.9194852709770203,0.007390267681330442,-0.39305490255355835
3,0.9292397499084473,0.007430966477841139,-0.36940252780914307
3,0.9403682351112366,0.007513067219406366,-0.3400750756263733
3,0.9473171234130859,0.0075892978347837925,-0.3202069103717804
3,0.9532235264778137,0.0076715475879609585,-0.30216890573501587
3,0.9597641229629517,0.007821012288331985,-0.28069841861724854
3,0.9638527631759644,0.007927332073450089,-0.266317218542099
3,0.9672573804855347,0.00803035032004118,-0.25367045402526855
3,0.9706526398658752,0.008194915018975735,-0.24034598469734192
3,0.9724000096321106,0.008314601145684719,-0.23317143321037292
3,0.9735336899757385,0.008398184552788734,-0.22838890552520752
3,0.9738309979438782,0.008497877046465874,-0.22711409628391266
3,0.9726890921592712,0.008565190248191357,-0.23195335268974304
3,0.9702568054199219,0.008628768846392632,-0.24192391335964203
3,0.9654819965362549,0.008707089349627495,-0.26032406091690063
3,0.9609692692756653,0.008776809088885784,-0.27651578187942505
3,0.955554187297821,0.008838948793709278,-0.29468291997909546
3,0.9464814066886902,0.008941690437495708,-0.3226342499256134
3,0.9378595352172852,0.009034707210958004,-0.34689733386039734
3,0.9274091124534607,0.009164306335151196,-0.3739362061023712
3,0.9150429964065552,0.009264801628887653,-0.4032498598098755
3,0.8951876759529114,0.00936915073543787,-0.44559088349342346
3,0.8774701952934265,0.009447234682738781,-0.4795380234718323
3,0.8497682809829712,0.009575898759067059,-0.5270693302154541
3,0.8254963159561157,0.009725583717226982,-0.5643236041069031
3,0.7983717918395996,0.009807420894503593,-0.6020848751068115
3,0.7586251497268677,0.009862953796982765,-0.6514526605606079
3,0.7265411615371704,0.009579595178365707,-0.6870561242103577
3,0.6924331188201904,0.00958689209073782,-0.7214183211326599
3,0.6439294815063477,0.009951299987733364,-0.7650201320648193
3,0.6070560216903687,0.010503557510674,-0.7945895791053772
3,0.5699662566184998,0.010918357409536839,-0.8215955495834351
3,0.5215643644332886,0.01105356402695179,-0.8531403541564941
3,0.4868257939815521,0.010869894176721573,-0.8734314441680908
3,0.4528008997440338,0.010639085434377193,-0.8915481567382812
3,0.4073028564453125,0.010451394133269787,-0.9132333397865295
3,0.3748652935028076,0.010266891680657864,-0.9270224571228027
3,0.34544938802719116,0.010134699754416943,-0.938382625579834
3,0.31068283319473267,0.00995565764605999,-0.9504615068435669
3,0.2867145836353302,0.009800620377063751,-0.9579659104347229
3,0.26318955421447754,0.009593958966434002,-0.9646964073181152
3,0.23147960007190704,0.009311150759458542,-0.9727951884269714
3,0.20865873992443085,0.009122040122747421,-0.9779459834098816
3,0.188290536403656,0.008943609893321991,-0.982072651386261
3,0.16548199951648712,0.008783318102359772,-0.986173689365387
3,0.15130996704101562,0.008696669712662697,-0.9884480834007263
3,0.13890133798122406,0.008621101267635822,-0.9902687072753906
3,0.12621326744556427,0.008507505059242249,-0.9919666647911072
3,0.12055523693561554,0.008460437878966331,-0.9926705956459045
3,0.11885213106870651,0.00847222376614809,-0.9928758144378662
3,0.12604017555713654,0.008581319823861122,-0.9919880032539368
3,0.14003320038318634,0.008727476932108402,-0.9901083707809448
3,0.1607484668493271,0.008890088647603989,-0.9869553446769714
3,0.19763439893722534,0.009153470396995544,-0.9802330732345581
3,0.23126164078712463,0.009441550821065903,-0.9728457927703857
3,0.2691202759742737,0.009759856387972832,-0.9630571007728577
3,0.3111313581466675,0.010056869126856327,-0.9503136873245239
3,0.3719954490661621,0.010489043779671192,-0.9281752705574036
